artist,song,duration_ms,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Taylor Swift,I Knew You Were Trouble.,219720,2012,59,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,pop
P!nk,Try,247906,2012,76,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,pop
Robbie Williams,Candy,201053,2012,68,0.715,0.791,-6.63,0.0414,0.0368,0.0,0.0694,0.879,116.043,"pop, rock"
Justin Bieber,As Long As You Love Me,229466,2012,67,0.571,0.873,-3.382,0.1,0.0811,0.0,0.361,0.613,139.691,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,2012,46,0.603,0.831,-3.443,0.0479,0.027,0.0,0.652,0.358,72.022,"hip hop, pop, Dance/Electronic"
Alex Clare,Too Close,256613,2011,60,0.588,0.694,-4.278,0.0387,0.00948,0.0,0.113,0.271,126.027,rock
Alesso,Years - ラジオ・エディット,195480,2012,0,0.37,0.823,-6.245,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,"pop, Dance/Electronic"
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,2012,0,0.61,0.863,-2.632,0.206,0.186,0.0,0.097,0.508,83.993,pop
Katy Perry,The One That Got Away,227333,2012,72,0.687,0.792,-4.023,0.0353,0.000802,0.0,0.2,0.864,133.962,pop
Avicii,Silhouettes - Original Radio Edit,211880,2012,53,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074,"pop, Dance/Electronic"
Gotye,Somebody That I Used To Know,244884,2011,57,0.863,0.527,-6.896,0.0358,0.607,0.000168,0.107,0.674,129.054,set()
Flo Rida,Wild Ones (feat. Sia),232946,2012,77,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075,"hip hop, pop"
One Direction,What Makes You Beautiful,199986,2012,82,0.726,0.787,-2.494,0.0737,0.009,0.0,0.0596,0.888,124.99,pop
Lana Del Rey,Born To Die,286253,2012,53,0.18,0.636,-6.591,0.0439,0.209,0.000133,0.217,0.39,75.223,pop
Kesha,C'Mon,214333,2012,0,0.558,0.781,-5.448,0.0963,0.00657,0.00144,0.102,0.286,126.025,"pop, Dance/Electronic"
Owl City,Good Time,205933,2012,77,0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,"rock, pop"
Calvin Harris,We'll Be Coming Back (feat. Example),234360,2012,62,0.596,0.952,-4.364,0.0873,0.00131,0.0,0.598,0.571,127.945,"hip hop, pop, Dance/Electronic"
Emeli Sandé,"Read All About It, Pt. III",283706,2012,65,0.63,0.44,-7.186,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,"pop, R&B"
Ellie Goulding,Lights - Single Version,210853,2010,63,0.682,0.795,-6.17,0.0367,0.0297,0.0391,0.131,0.78,120.008,"pop, rock, Dance/Electronic"
Train,Drive By,195973,2012,77,0.765,0.837,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,pop
Disclosure,Latch,255631,2013,74,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,"pop, Dance/Electronic"
Coldplay,Princess of China,239215,2011,66,0.42,0.69,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014,"rock, pop"
One Direction,Live While We're Young,200186,2012,0,0.658,0.837,-2.063,0.0543,0.0629,0.0,0.0969,0.936,126.015,pop
Carrie Underwood,Blown Away,240133,2012,63,0.531,0.843,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991,"pop, country"
alt-J,Breezeblocks,227080,2012,71,0.616,0.656,-7.298,0.0344,0.096,0.000879,0.205,0.286,150.071,rock
Chris Brown,Don't Wake Me Up,222306,2012,62,0.602,0.691,-5.197,0.051,0.0548,0.0,0.144,0.206,127.967,"hip hop, pop, R&B"
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,2011,74,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044,"pop, R&B"
Katy Perry,Wide Awake,220946,2012,65,0.514,0.683,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,pop
Rudimental,Feel the Love (feat. John Newman),245186,2013,64,0.389,0.706,-6.849,0.0593,0.0026,0.000182,0.686,0.238,179.911,"pop, Dance/Electronic"
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,2012,69,0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,"pop, R&B"
Demi Lovato,Give Your Heart a Break,205346,2011,71,0.651,0.695,-3.218,0.0487,0.23,0.0,0.144,0.569,123.008,pop
Little Mix,Wings,219733,2012,0,0.738,0.875,-3.141,0.127,0.000673,0.000556,0.285,0.538,114.962,pop
Bruno Mars,It Will Rain,257720,2011,74,0.576,0.835,-6.826,0.0486,0.337,0.0,0.082,0.476,150.017,pop
Cher Lloyd,Want U Back,214013,2011,67,0.696,0.893,-2.963,0.076,0.0662,0.0,0.473,0.573,97.954,"pop, Dance/Electronic"
Lorde,Royals,190185,2013,77,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,"pop, Dance/Electronic"
Robin Thicke,Blurred Lines,263053,2013,55,0.861,0.504,-7.707,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,"pop, R&B"
Imagine Dragons,Radioactive,186813,2012,77,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245,rock
Avicii,Wake Me Up,247426,2013,6,0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,"pop, Dance/Electronic"
Bruno Mars,Locked out of Heaven,233478,2012,85,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,pop
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,2013,83,0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047,"hip hop, Dance/Electronic"
Stromae,Papaoutai,232146,2013,0,0.733,0.818,-7.222,0.0859,0.0241,0.0,0.0636,0.253,116.019,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,2013,1,0.801,0.985,-2.69,0.0645,0.0205,6.86e-06,0.296,0.722,127.99,"pop, Dance/Electronic"
Naughty Boy,La La La,220779,2013,58,0.754,0.677,-4.399,0.0316,0.112,0.0,0.111,0.254,124.988,Dance/Electronic
2 Chainz,We Own It (Fast & Furious),227906,2013,69,0.563,0.902,-4.586,0.402,0.0545,0.0,0.0524,0.559,171.999,"hip hop, pop"
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,2012,69,0.691,0.921,-1.702,0.0533,0.173,0.0,0.331,0.8,130.072,"hip hop, pop, Dance/Electronic"
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,2012,77,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956,"hip hop, pop, latin"
will.i.am,#thatPOWER,279506,2013,68,0.797,0.608,-6.096,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,"hip hop, pop"
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,2012,81,0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,"hip hop, pop"
Martin Garrix,Animals - Radio Edit,176117,2013,0,0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,"pop, Dance/Electronic"
John Newman,Love Me Again,239894,2013,74,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,set()
Sebastian Ingrosso,Reload - Radio Edit,221272,2013,68,0.485,0.724,-4.633,0.0521,0.0736,0.0,0.0631,0.433,128.045,"pop, Dance/Electronic"
Capital Cities,Safe And Sound,192693,2013,0,0.652,0.783,-4.829,0.0309,0.000189,0.0173,0.0889,0.836,117.952,pop
Demi Lovato,Heart Attack,210840,2013,79,0.504,0.785,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,2013,84,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,rock
Justin Bieber,Beauty And A Beat,227986,2012,73,0.602,0.843,-4.831,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,pop
Pitbull,Don't Stop the Party (feat. TJR),206120,2012,64,0.722,0.958,-3.617,0.0912,0.00726,0.0,0.375,0.952,127.008,"hip hop, pop, latin"
Selena Gomez,Come & Get It,231986,2013,69,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979,pop
Disclosure,White Noise,277687,2013,54,0.665,0.844,-6.164,0.0501,0.00963,0.000215,0.311,0.902,119.978,"pop, Dance/Electronic"
Flo Rida,I Cry,223800,2012,60,0.693,0.822,-5.441,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,"hip hop, pop"
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,2013,72,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,pop
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,2013,71,0.558,0.924,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99,rock
Lorde,Team,193058,2013,0,0.691,0.582,-7.444,0.0939,0.162,0.0,0.247,0.427,100.05,"pop, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,2012,68,0.509,0.79,-3.782,0.0374,0.332,6.67e-05,0.316,0.638,127.946,"pop, Dance/Electronic"
Imagine Dragons,Demons,177506,2012,81,0.505,0.71,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938,rock
One Direction,One Way or Another (Teenage Kicks),157293,2013,66,0.489,0.867,-3.121,0.071,0.025,0.0,0.586,0.409,162.131,pop
Taylor Swift,I Knew You Were Trouble.,219720,2012,76,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,pop
Arctic Monkeys,Do I Wanna Know?,272394,2013,84,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,rock
Rudimental,Waiting All Night (feat. Ella Eyre),292586,2013,66,0.544,0.728,-5.358,0.05,0.00264,0.00959,0.427,0.281,174.983,"pop, Dance/Electronic"
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,2014,68,0.579,0.549,-8.262,0.0909,0.104,0.0202,0.0964,0.155,119.74,"pop, Dance/Electronic"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,2012,61,0.665,0.886,-4.175,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,"hip hop, pop, Dance/Electronic"
P!nk,Try,247906,2012,76,0.674,0.628,-7.079,0.03,0.00144,0.0,0.0944,0.552,103.998,pop
Ylvis,The Fox (What Does the Fox Say?),213708,2013,63,0.703,0.867,-4.292,0.0453,0.107,0.0,0.119,0.546,128.008,hip hop
Ellie Goulding,Burn,231211,2014,70,0.559,0.777,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016,"pop, rock, Dance/Electronic"
Baauer,Harlem Shake,196664,2013,57,0.452,0.794,-5.151,0.0483,0.0111,0.00182,0.416,0.282,137.825,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,2012,70,0.695,0.869,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,"hip hop, pop, Dance/Electronic"
Katy Perry,This Is How We Do,204285,2013,60,0.69,0.636,-6.028,0.0457,0.0203,0.0,0.147,0.8,96.0,pop
AWOLNATION,Sail,259102,2011,2,0.825,0.435,-9.582,0.0568,0.452,0.609,0.0953,0.243,119.038,"pop, rock"
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,2013,27,0.681,0.835,-5.705,0.049,0.00176,0.00183,0.354,0.469,124.047,"pop, Dance/Electronic"
Jason Derulo,The Other Side,226986,2013,50,0.561,0.836,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923,"hip hop, pop"
Storm Queen,Look Right Through - MK Vocal Edit,150400,2014,0,0.832,0.815,-8.035,0.081,0.00304,0.00553,0.263,0.519,119.995,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,2012,71,0.573,0.929,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934,"hip hop, pop, Dance/Electronic"
Katy Perry,Unconditionally,228878,2013,0,0.555,0.729,-4.813,0.0387,0.00357,0.0,0.209,0.369,129.003,pop
Ciara,Body Party,234040,2013,64,0.577,0.576,-6.299,0.0563,0.0143,0.0,0.602,0.12,133.973,"pop, R&B"
Birdy,Wings,252106,2013,48,0.474,0.707,-4.534,0.0253,0.0831,0.0,0.162,0.224,83.235,pop
Bastille,Of The Night,214205,2013,61,0.67,0.829,-7.2,0.0427,0.0192,0.000225,0.089,0.349,125.01,"pop, rock"
Olly Murs,Dear Darlin',206373,2012,59,0.512,0.828,-4.672,0.0454,0.00627,8.73e-06,0.119,0.34,124.021,"pop, Dance/Electronic"
Katy Perry,Roar,223546,2013,73,0.554,0.772,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,pop
Blake Shelton,Sure Be Cool If You Did,215720,2013,56,0.576,0.726,-4.625,0.035,0.255,0.0,0.108,0.582,136.802,country
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,2012,65,0.725,0.874,-3.715,0.0396,0.00262,0.000412,0.0958,0.748,127.985,"hip hop, pop, Dance/Electronic"
Bridgit Mendler,Ready or Not,200946,2012,72,0.715,0.872,-3.835,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,pop
The Saturdays,What About Us,220682,2013,61,0.704,0.68,-4.751,0.0581,0.0059,0.0,0.213,0.689,123.973,"pop, Dance/Electronic"
Bastille,Pompeii,214147,2013,74,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,"pop, rock"
One Direction,Best Song Ever,200106,2013,76,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491,pop
Zedd,Clarity,271426,2012,0,0.523,0.78,-3.464,0.0753,0.0366,0.0,0.0751,0.193,128.006,"hip hop, pop, Dance/Electronic"
Miley Cyrus,Wrecking Ball,221360,2013,77,0.53,0.422,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964,pop
Chris Brown,Fine China,213666,2013,0,0.659,0.735,-4.758,0.056,0.0466,0.0,0.111,0.609,104.038,"hip hop, pop, R&B"
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,2013,69,0.832,0.659,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,"hip hop, Dance/Electronic"
Armin van Buuren,This Is What It Feels Like,204360,2013,66,0.551,0.833,-5.217,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,"pop, Dance/Electronic"
Justin Timberlake,Mirrors,484146,2013,78,0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,pop
Of Monsters and Men,Little Talks,266600,2012,79,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961,"pop, rock, Folk/Acoustic"
Miley Cyrus,We Can't Stop,231240,2013,78,0.613,0.622,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003,pop
Paramore,Still into You,216013,2013,79,0.602,0.923,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01,"pop, rock"
Christina Perri,human,250706,2013,59,0.439,0.489,-6.286,0.0368,0.132,0.000643,0.114,0.253,143.808,pop
Drake,"Hold On, We're Going Home",227880,2013,72,0.773,0.414,-7.436,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,"hip hop, pop, R&B"
James Blunt,Bonfire Heart,238000,2013,0,0.575,0.821,-5.7,0.0527,0.181,0.0,0.124,0.449,118.021,pop
Maroon 5,Daylight,225066,2012,66,0.656,0.674,-5.473,0.0269,0.00242,0.0,0.255,0.369,120.001,pop
Taylor Swift,22,232120,2012,68,0.661,0.729,-6.561,0.0376,0.00215,0.0013,0.0477,0.668,103.987,pop
Passenger,Let Her Go,252866,2012,73,0.509,0.538,-7.335,0.0572,0.385,0.0,0.104,0.244,75.089,pop
Ariana Grande,The Way,227026,2013,65,0.645,0.878,-3.208,0.113,0.294,0.0,0.076,0.862,82.324,pop
Rihanna,Stay,240706,2012,76,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893,"hip hop, pop, R&B"
Bruno Mars,When I Was Your Man,213826,2012,83,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795,pop
Florida Georgia Line,Cruise,208960,2012,57,0.457,0.948,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.0,country
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,2014,79,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019,"hip hop, pop"
Katy Perry,Dark Horse,215672,2013,74,0.647,0.585,-6.123,0.0512,0.00314,0.0,0.165,0.353,131.934,pop
Maroon 5,Animals,231013,2014,79,0.279,0.742,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868,pop
Sam Smith,Stay With Me,172723,2014,80,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094,pop
MAGIC!,Rude,224840,2014,80,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,set()
Sia,Chandelier,216120,2014,78,0.399,0.787,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,pop
John Legend,All of Me,269560,2013,84,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93,"pop, R&B"
ZHU,Faded,223386,2014,49,0.861,0.475,-7.195,0.0487,0.00865,0.119,0.122,0.599,124.96,Dance/Electronic
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,2014,50,0.645,0.891,-2.505,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,"hip hop, pop, Dance/Electronic"
Tove Lo,Habits (Stay High),209160,2014,74,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,"pop, Dance/Electronic"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,2014,67,0.609,0.885,-5.469,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,247266,2014,69,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,"hip hop, pop, Dance/Electronic"
Maroon 5,Maps,189840,2014,0,0.737,0.723,-5.51,0.0295,0.0179,0.0,0.0675,0.893,120.003,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,2014,45,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966,"hip hop, pop, Dance/Electronic"
Route 94,My Love (feat. Jess Glynne),259934,2014,72,0.814,0.622,-7.573,0.0492,0.000132,0.72,0.0658,0.726,119.976,"pop, Dance/Electronic"
Taylor Swift,Bad Blood,211933,2014,54,0.646,0.794,-6.104,0.19,0.0885,6.16e-06,0.201,0.287,170.216,pop
Trey Songz,Na Na,231906,2015,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975,"hip hop, pop, R&B"
Calvin Harris,Under Control (feat. Hurts),184280,2014,72,0.544,0.915,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,"hip hop, pop, Dance/Electronic"
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,2013,66,0.697,0.621,-6.886,0.25,0.0802,0.0,0.162,0.721,81.946,"hip hop, pop"
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,2014,66,0.76,0.886,-5.356,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,"pop, rock"
Calvin Harris,Blame (feat. John Newman),212960,2014,75,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,"hip hop, pop, Dance/Electronic"
DJ Snake,Turn Down for What,213733,2013,70,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,"hip hop, pop, Dance/Electronic"
Pitbull,Timber (feat. Ke$ha),204160,2012,80,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,"hip hop, pop, latin"
OneRepublic,Counting Stars,257386,2014,62,0.663,0.705,-4.972,0.0385,0.0654,0.0,0.117,0.477,122.014,pop
Calvin Harris,Summer,224506,2014,21,0.603,0.861,-3.565,0.0325,0.0215,0.043,0.1,0.72,127.962,"hip hop, pop, Dance/Electronic"
Nico & Vinz,Am I Wrong,245866,2014,76,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968,"hip hop, pop"
Becky G,Shower,206166,2014,78,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,"pop, latin"
Sigma,Nobody To Love - Radio Edit,189720,2014,62,0.441,0.921,-3.32,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,"pop, Dance/Electronic"
The Chainsmokers,#SELFIE - Original Mix,183750,2014,0,0.789,0.915,-3.263,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,"pop, Dance/Electronic"
Lorde,Team,193058,2013,76,0.69,0.578,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961,"pop, Dance/Electronic"
Rixton,Me And My Broken Heart,193733,2014,77,0.545,0.783,-4.261,0.0345,0.00489,0.0,0.132,0.551,174.084,pop
Klingande,Jubel - Radio Edit,201626,2013,50,0.686,0.524,-7.251,0.0343,0.649,0.0569,0.14,0.0951,124.938,"pop, Dance/Electronic"
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,2014,2,0.829,0.51,-9.334,0.0369,0.00821,0.0014,0.0829,0.45,119.993,"hip hop, Dance/Electronic"
Paloma Faith,Only Love Can Hurt Like This,232893,2014,80,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,"pop, R&B, Dance/Electronic"
Kiesza,Hideaway,251986,2014,64,0.838,0.72,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993,"pop, Dance/Electronic"
Ellie Goulding,Burn,231211,2014,70,0.559,0.777,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016,"pop, rock, Dance/Electronic"
Ariana Grande,Break Free,214840,2014,0,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,pop
OneRepublic,Love Runs Out,224226,2014,59,0.719,0.935,-3.752,0.0589,0.167,0.0,0.0973,0.738,120.022,pop
Olly Murs,Up (feat. Demi Lovato),224293,2014,0,0.69,0.845,-4.676,0.0339,0.0193,0.0,0.101,0.638,114.948,"pop, Dance/Electronic"
Peking Duk,High (feat. Nicole Millar),228000,2014,48,0.525,0.803,-4.052,0.0492,0.00129,0.000868,0.29,0.383,100.094,Dance/Electronic
Milky Chance,Stolen Dance,313684,2014,73,0.885,0.581,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016,set()
Ed Sheeran,Don't,219840,2014,72,0.806,0.608,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049,pop
Ariana Grande,Love Me Harder,236133,2014,74,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.0764,0.24,98.992,pop
Enrique Iglesias,Bailando - Spanish Version,243386,2014,66,0.718,0.792,-3.519,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,"pop, latin"
Avicii,Hey Brother,255093,2013,2,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,"pop, Dance/Electronic"
Jessie J,Bang Bang,199386,2014,77,0.706,0.786,-3.417,0.091,0.26,0.0,0.38,0.751,150.028,"hip hop, pop"
Duke Dumont,I Got U,285596,2014,67,0.636,0.761,-7.752,0.035,0.00377,0.00784,0.0851,0.463,120.837,"pop, Dance/Electronic"
Gorgon City,Ready For Your Love,198880,2014,61,0.677,0.753,-7.038,0.154,0.0531,0.0128,0.333,0.471,121.939,"pop, Dance/Electronic"
Taylor Swift,Style,231000,2014,61,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop
MKTO,Classic,175426,2012,82,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071,"hip hop, pop"
Disclosure,Latch,255631,2013,74,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,"pop, Dance/Electronic"
Ariana Grande,Problem,193920,2014,73,0.66,0.805,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.008,pop
Charli XCX,Boom Clap,169866,2014,49,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999,"pop, Dance/Electronic"
One Direction,Steal My Girl,228133,2014,79,0.536,0.768,-5.948,0.0347,0.00433,0.0,0.114,0.545,77.217,pop
Tiësto,Red Lights,263890,2013,0,0.653,0.829,-4.783,0.0377,0.000739,1.5e-06,0.225,0.545,124.989,"pop, Dance/Electronic"
Selena Gomez,The Heart Wants What It Wants,227360,2014,58,0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066,pop
Rita Ora,I Will Never Let You Down,203466,2014,65,0.753,0.801,-3.215,0.0296,0.403,0.0,0.128,0.794,128.011,"hip hop, pop, Dance/Electronic"
5 Seconds of Summer,She Looks So Perfect,202496,2014,74,0.494,0.951,-4.237,0.132,0.000569,0.0,0.327,0.441,160.025,pop
The Script,Superheroes,245466,2014,74,0.49,0.885,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996,"pop, rock"
Taylor Swift,Shake It Off,219200,2014,79,0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078,pop
One Direction,Night Changes,226600,2014,83,0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001,pop
Ed Sheeran,Sing,235382,2014,69,0.818,0.67,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,pop
Alesso,Heroes (we could be),209866,2014,52,0.521,0.754,-4.144,0.0634,0.0373,0.0,0.239,0.352,125.876,"pop, Dance/Electronic"
Tiësto,Wasted,188371,2014,0,0.645,0.832,-5.595,0.0294,0.00106,0.00264,0.199,0.375,112.028,"pop, Dance/Electronic"
G.R.L.,Ugly Heart,198306,2014,64,0.65,0.786,-5.488,0.0463,0.019,0.0,0.323,0.446,124.96,pop
Coldplay,A Sky Full of Stars,267866,2014,80,0.545,0.675,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,"rock, pop"
Clean Bandit,Rather Be (feat. Jess Glynne),227833,2014,72,0.799,0.586,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97,"pop, Dance/Electronic"
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2014,63,0.596,0.738,-3.109,0.0411,0.109,0.0,0.0947,0.461,127.961,"hip hop, pop, Dance/Electronic"
Sia,Elastic Heart,257200,2014,70,0.421,0.791,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,pop
One Direction,Story of My Life,245493,2013,81,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07,pop
Alex & Sierra,Little Do You Know,185200,2014,75,0.5,0.292,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879,pop
Echosmith,Cool Kids,237626,2013,71,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,pop
Natalie La Rose,Somebody,189906,2014,66,0.83,0.52,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,set()
Vance Joy,Riptide,204280,2014,80,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,"rock, pop"
Ella Henderson,Ghost,213213,2014,63,0.68,0.84,-3.823,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,"pop, Dance/Electronic"
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,2013,71,0.581,0.0549,-20.514,0.0397,0.559,0.0,0.0718,0.234,152.037,pop
